RECORDTIME,RMSSD
,0.401860706
,0.434035405
,0.401989921
,0.373174829
,0.38415816
,0.375371495
,0.288667787
,0.208683292
,0.070551751
,0.147176638
,0.100400569
,0.086445277
,0.05091097
,0.005427058
,0
,0
,0
,0
,0
,0.201059568
,0.805788862
,0.788215532
,0.55330146
,0.234784856
,0.250807598
,0.288926218
,0.225093681
,0.158547616
,0.162424086
,0.073394495
,0.059956067
,0.091613904
,0.10272645
,0.064478615
,0.043674893
,0
,0
,0
,0
,0.025713917
,0.587155963
,0.674376534
,0.696989275
,0.710427704
,0.811474351
,0.859413361
,0.793513374
,0.607701253
,0.497351079
,0.465176379
,0.411035017
,0.547745187
,0.424344231
,0.345393462
,0.317353663
,0.466985399
,0.490631865
,0.597880863
,0.532110092
,0.479906965
,0.335702287
,0.517379506
,0.530042641
,0.647758108
,0.829564543
,0.821294741
,0.874531593
,0.888486885
,0.91781884
,0.893009433
,0.665848301
,0.385321101
,0.548003618
,0.404961881
,0.456131283
,0.50239049
,0.3919111
,0.430158935
,0.392298747
,0.36361287
,0.162165654
,0.2483525
,0.557953224
,0.705388293
,0.585217728
,0.290993668
,0.165654477
,0.091872335
,0.059439204
,0.031657837
,0.190076237
,0.517379506
,0.919757075
,0.866132575
,0.632898307
,0.421889133
,0.248094069
,0.28440367
,0.17004781
,0.112805272
,0.440237757
,0.950639618
,0.971055692
,0.983072748
,0.962139811
,0.885514924
,0.483137356
,0.206874273
,0.110091743
,0.041865874
,0.013179997
,0.018607055
,0.02739372
,0.009303528
,0.016022742
,0.01666882
,0.030107249
,0.20816643
,0.56014989
,0.465176379
,0.409225998
,0.295387001
,0.14562605
,0.053107637
,0.011500194
,0.002584313
,0.000129216
,0.079855278
,0.028685877
,0.04109058
,0.085928415
,0.023388035
,0
,0
,0.001938235
,0.028815092
,0.149114873
,0.527716759
,0.731489857
,0.644398501
,0.501744411
,0.341516992
,0.111125468
,0.089675669
,0.047292932
,0.024809407
,0.017056467
,0.005814705
,0.013179997
,0.012404703
,0.005039411
,0.129086445
,0.281690141
,0.207520351
,0.12805272
,0.127665073
,0.047163716
,0.006977646
,0.233751131
,0.670500065
,0.77606926
,0.829693759
,0.938234914
,0.8523065
,0.832407288
,0.687814963
,0.599560667
,0.533014601
,0.704225352
,0.673730456
,0.465564026
,0.363354439
,0.451350304
,0.418787957
,0.446827756
,0.60214498
,0.385321101
,0.453676186
,0.478227161
,0.62269027
,0.554722832
,0.483783435
,0.55330146
,0.756945342
,0.197829177
,0
,0.462333635
,0.665977516
,0.637937718
,0.657578499
,0.713399664
,0.675022613
,0.469569712
,0.358185812
,0.229745445
,0.150407029
,0.081922729
,0.161002714
,0.094327432
,0.008915881
,0.080501357
,0.068742732
,0.058147047
,0.006202352
,0.000258431
,0
,0.000387647
,0.001033725
,0.080501357
,0.270060731
,0.446569324
,0.734978679
,0.766636516
,0.565964595
,0.488305983
,0.226644269
,0.16022742
,0.206357411
,0.169401731
,0.083473317
,0.209070939
,0.147176638
,0.188267218
,0.188138002
,0.120558212
,0.019899212
,0.03424215
,0.001033725
,0.007494508
,0.040832149
,0.005814705
,0.003101176
,0.008528234
,0.106215273
,0.005297842
,0.62178576
,0.618038506
,0.357281302
,0.26683034
,0.244992893
,0.10363096
,0.105956842
,0.212301331
,0.212301331
,0.082310376
,0.062152733
,0.065641556
,0.020416074
,0.033079209
,0.0321747
,0.065899987
,0.437136581
,0.511694017
,0.520997545
,0.464530301
,0.515312056
,0.5396046
,0.611577723
,0.745962011
,0.834087091
,0.828789249
,0.67747771
,0.91303786
,0.81418788
,0.840806306
,0.808114744
,0.562088125
,0.415815997
,0.592841452
,0.618038506
,0.369686006
,0.449799716
,0.458844812
,0.612611449
,0.829564543
,0.93061119
,0.955291381
,0.982685101
,0.965111772
,0.982039023
,0.971184908
,0.914588448
,0.940690012
,0.954257656
,0.935521385
,0.843390619
,0.796485334
,0.771029849
,0.830727484
,0.632123013
,0.680449671
,0.806047293
,0.537407934
,0.290089159
,0.35585993
,0.37136581
,0.441788345
,0.745703579
,0.817289055
,0.76443985
,0.919240212
,0.696343197
,0.66468536
,0.68523065
,0.79273808
,0.925830211
,0.979067063
,0.959426282
,0.872205711
,0.638583796
,0.474350691
,0.429642073
,0.292931903
,0.223801525
,0.320067192
,0.310763665
,0.342938364
,0.433389327
,0.484300297
,0.42137227
,0.550975578
,0.543222639
,0.387646983
,0.420338545
,0.452254813
,0.525132446
,0.50626696
,0.485980101
,0.508722057
,0.502261274
,0.543739501
,0.634836542
,0.679415945
,0.573071456
,0.614032821
,0.626308309
,0.497221863
,0.385967179
,0.3811862
,0.469182065
,0.545290089
,0.536115777
,0.563380282
,0.520868329
,0.361545419
,0.599302235
,0.600077529
,0.41155188
,0.202222509
,0.066158418
,0.055562734
,0.039798424
,0.027910583
,0.107119783
,0.263729164
,0.618167722
,0.802946117
,0.745186717
,0.487401473
,0.292673472
,0.254296421
,0.229487014
,0.166042124
,0.150019382
,0.137227032
,0.127665073
,0.030624112
,0.019769996
,0.059180773
,0.06254038
,0.000646078
,0
,0.002067451
,0.008657449
,0.008786665
,0.003747254
,0.00594392
,0.000129216
,0.052203127
,0.459620106
,0.702287117
,0.659516733
,0.455485205
,0.362837576
,0.271352888
,0.300426412
,0.217728389
,0.349269932
,0.234138778
,0.149631735
,0.326657191
,0.286987983
,0.20519447
,0.098462334
,0.23646466
,0.418787957
,0.626179093
,0.625016152
,0.524227936
,0.368264634
,0.148468794
,0.219278977
,0.23943662
,0.050135676
,0.065641556
,0.091484688
,0.015118232
,0
,0.034371366
,0.196278589
,0.187879571
,0.103372529
,0.001162941
,0.121462721
,0.62359478
,0.971572555
,0.978420985
,0.983072748
,0.767670242
,0.974802946
,0.905543352
,0.782271611
,0.846104148
,0.912133351
,0.974932162
,0.974802946
,0.981134514
,0.981263729
,0.973123143
,0.854115519
,0.436748934
,0.663651635
,0.617521644
,0.319291898
,0.330792092
,0.360382478
,0.303656803
,0.320067192
,0.36270836
,0.184519964
,0.247577206
,0.304302882
,0.350949735
,0.422664427
,0.451608735
,0.440754619
,0.485980101
,0.578498514
,0.647758108
,0.249386226
,0.576301848
,0.586768316
,0.322909937
,0.187750355
,0.114614291
,0.236593875
,0.287892493
,0.328595426
,0.135547228
,0.147176638
,0.177542318
,0.107248999
,0.105956842
,0.105439979
,0.057371753
,0.064349399
,0.112676056
,0.240728776
,0.2590774
,0.239953482
,0.323426799
,0.36270836
,0.333505621
,0.363742086
,0.419434035
,0.496446569
,0.441788345
,0.265667399
,0.360899341
,0.252099754
,0.176767024
,0.201188784
,0.256622303
,0.145755266
,0.133479778
,0.082310376
,0.105181548
,0.164103889
,0.0577594
,0.096007236
,0.132833699
,0.091613904
,0.108024293
,0.082051945
,0.208295645
,0.286729552
,0.35379248
,0.430805014
,0.473058535
,0.495154413
,0.457811087
,0.473058535
,0.390618943
,0.323556015
,0.204160744
,0.192918982
,0.235947797
,0.274583279
,0.344101305
,0.310505233
,0.30107249
,0.303010725
,0.247447991
,0.245768187
,0.155188009
,0.128181936
,0.181160357
,0.122884094
,0.124951544
,0.105698411
,0.355730715
,0.520868329
,0.566352242
,0.503682646
,0.375888358
,0.399405608
,0.393332472
,0.301847784
,0.162811733
,0.01666882
,0.068742732
,0.052849205
,0.043804109
,0.03902313
,0
,0
,0
,0.033337641
,0.003101176
,0.000775294
,0.031011759
,0.084507042
,0.338157385
,0.349140716
,0
,0.223155446
,0.527716759
,0.025713917
,0.240470345
,0.450962657
,0.564543223
,0.406124822
,0.405866391
,0.258560538
,0.41930482
,0.344359736
,0.271482104
,0.241374855
,0.303398372
,0.433647758
,0.340612482
,0.40560796
,0.456648146
,0.610543998
,0.289959943
,0.548132834
,0.611448508
,0.450058147
,0.693888099
,0.888874532
,0.864452772
,0.667398889
,0.593229099
,0.502519705
,0.399017961
,0.407416979
,0.453159323
,0.398888745
,0.329499935
,0.344101305
,0.40082698
,0.404057372
,0.362320713
,0.327174053
,0.28737563
,0.221604859
,0.236077013
,0.252487401
,0.18762114
,0.129861739
,0.194728001
,0.337511306
,0.565318517
,0.524357152
,0.588318904
,0.417754232
,0.440625404
,0.365809536
,0.380410906
,0.208295645
,0.133092131
,0.137743895
,0.113063703
,0.096265667
,0.182194082
,0.108282724
,0.067838222
,0.037730973
,0.004134901
,0
,0.006719214
,0.053882931
,0.064090968
,0.053624499
,0.064866262
,0.07623724
,0.135934875
,0.58069518
,0.644398501
,0.574363613
,0.521772839
,0.470345006
,0.299005039
,0.244605246
,0.240082698
,0.174311927
,0.116035664
,0.122238015
,0.067709006
,0.014730585
,0.073006848
,0.067838222
,0.049231167
,0.055821166
,0.009949606
,0.003618039
,0
,0
,0
,0
,0.000646078
,0.000387647
,0.202997803
,0.544773227
,0.418917173
,0.462850497
,0.447344618
,0.298746608
,0.262307792
,0.292285825
,0.33234268
,0.288150924
,0.234397209
,0.238790541
,0.339320326
,0.512856958
,0.63729164
,0.389197571
,0.230133092
,0.26683034
,0.175862515
,0.162553301
,0.197312314
,0.288926218
,0.279105828
,0.060085282
,0.058147047
,0.135676444
,0.082827239
,0.05866391
,0
,0
,0.093939786
,0.159710557
,0.19950898
,0.332084249
,0.381832278
,0.214368781
,0.154025068
,0.015635095
,0.00297196
,0.011241763
,0.001162941
,0
,0
,0.00982039
,0.015893526
,0.042511952
,0.415169919
,0.643106344
,0.720248094
,0.559245381
,0.360382478
,0.177542318
,0.123400956
,0.131541543
,0.125985269
,0.094069001
,0.076495671
,0.110220959
,0.15635095
,0.134125856
,0.092130766
,0.08902959
,0.087349787
,0.087866649
,0.103372529
,0.045225481
,0.055304303
,0.079338416
,0.062928027
,0.094844295
,0.175733299
,0.401989921
,0.464013438
,0.628763406
,0.633027523
,0.513244605
,0.423568937
,0.360899341
,0.315286213
,0.222897015
,0.115131154
,0.030494896
,0.017831761
,0.019382349
,0.038635483
,0.012921566
,0.003618039
,0.023646466
,0.007623724
,0.006719214
,0.000129216
,0
,0
,0
,0
,0
,0.015635095
,0.429512857
,0.339061894
,0.151957617
,0.16022742
,0.057371753
,0.029073524
,0.048972735
,0.010983331
,0.02532627
,0.001162941
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0.00982039
,0.056338028
,0.626179093
,0.737304561
,0.692854374
,0.342033855
,0.212947409
,0.157772322
,0.203127019
,0.268639359
,0.200542706
,0.138906836
,0.1584184
,0.165912909
,0.123271741
,0.156480165
,0.132446052
,0.158935263
,0.150665461
,0.223155446
,0.258948185
,0.250936814
,0.237498385
,0.233105052
,0.079726063
,0.140069776
,0.259335832
,0.386871689
,0.577594004
,0.737562993
,0.663134772
,0.579144592
,0.513244605
,0.313477193
,0.133738209
,0.014472154
,0
,0.001421372
,0.001809019
,0
,0
,0.002067451
,0.000775294
,0
,0
,0.030753327
,0.121462721
,0.060472929
,0.136064091
,0.173665848
,0.308050136
,0.615195762
,0.656544773
,0.60304949
,0.598656157
,0.44191756
,0.183227807
,0.106473705
,0.015635095
,0.006460783
,0.002196666
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0.000516863
,0.150277814
,0.325881897
,0.386613258
,0.319291898
,0.038893914
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,8.27E-05
,0.001809019
,0.06344489
,0.271094457
,0.384416591
,0.181031141
,0.068355085
,0.010208037
,0.008915881
,0
,0
,0
,0
,0
,0
,0
,0.000646078
,0.196407805
,0.12508076
,0.010078822
,0.037084895
,0.12895723
,0.07714175
,0.020803721
,0.01460137
,0.017185683
,0.001809019
,0
,0
,0.000387647
,0.11526037
,0.448636775
,0.927510014
,0.944178834
,0.925700995
,0.871301202
,0.845974932
,0.866649438
,0.891458845
,0.790541414
,0.800361804
,0.276392299
,0.258431322
,0.689494767
,0.716113193
,0.585863807
,0.250032304
,0.201576431
,0.149244088
,0.306887195
,0.328983073
,0.478873239
,0.503811862
,0.610156351
,0.622044192
,0.857216695
,0.979583926
,0.968988241
,0.982555886
,0.983072748
,0.983460395
,0.943920403
,0.799715726
,0.745832795
,0.944695697
,0.823620623
,0.933712366
,0.984881768
,0.980230004
,0.92376276
,0.702287117
,0.693371237
,0.15544644
,0.000387647
,0.146401344
,0.001162941
,0.024292544
,0
,0.037730973
,0.141491149
,0.173278201
,0.016281173
,0
,0
,0
,0.033466856
,0.095102726
,0
,0.003488823
,0.00090451
,0
,0
,0
,0
,0
,0
,0
,0
,0.01964078
,0.28143171
,0.167851144
,0.062798811
,0.004393332
,0.053366068
,0.004780979
,0.012663135
,0.058534694
,0.118103114
,0.052073911
,0.142912521
,0.144850756
,0.187491924
,0.250290735
,0.062928027
,0.022354309
,0.104664685
,0.041865874
,0
,0
,0
,0
,0
,0
,0.035792738
,0.637033208
,0.304302882
,0.270060731
,0.319291898
,0.158806047
,0.022741956
,0.098203902
,0.204419176
,0.33324719
,0.45057501
,0.477451867
,0.508463626
,0.43985011
,0.105439979
,0.024680191
,0.147822716
,0.00297196
,0.00594392
,0
,0
,0
,0
,0
,0.000516863
,0.001421372
,0
,0
,0
,0.000258431
,0.00594392
,0.031011759
,0.176637809
,0.149114873
,0.003747254
,0.001809019
,0.284662101
,0.63729164
,0.623982427
,0
,0
,0
,0.105956842
,0.775552397
,0.777232201
,0.773355731
,0.775552397
,0.779945729
,0.455226773
,0
,0.14084507
,0.855666107
,0.870784339
,0.846750226
,0.860317871
,0.855795322
,0.821553172
,0.783692984
,0.851789637
,0.767799457
,0.743119266
,0.836929836
,0.912262566
,0.953870009
,0.079855278
,0
,0
,0.884351983
,0.97260628
,0.967308438
,0.970021967
,0.843132188
,0.884868846
,0.873627084
,0.68225869
,0.698798294
,0.697893785
,0.690916139
,0.727613387
,0.595038119
,0.378085024
,0.078692338
,0.249773873
,0.079726063
,0.061765086
,0.121333506
,0.255976224
,0.253262695
,0.288926218
,0.6509885
,0.534952836
,0.506783822
,0.16707585
,0.203256235
,0.164749968
,0.031399406
,0.250290735
,0.216823879
,0.039669208
,0.023775682
,0
,0
,0
,0.013826076
,0.011370978
,0.072102339
,0.033854503
,0.026876857
,0.229487014
,0.44876599
,0.532626954
,0.409096783
,0.325106603
,0.664297713
,0.786794159
,0.833053366
,0.816126114
,0.910582763
,0.832148856
,0.721540251
,0.614291252
,0.702416333
,0.45057501
,0.376922083
,0.201834862
,0.318258173
,0.402635999
,0.126889779
,0.227548779
,0.139036051
,0.070034888
,0.087349787
,0.032045484
,0.168109575
,0.021579015
,0.098203902
,0.036051169
,0.098849981
,0.129344877
,0.094585864
,0.114097429
,0.245768187
,0.173795064
,0.080889004
,0.004134901
,0
,0
,0
,0
,0.000646078
,0
,0.044837834
,0.002455098
,0.007494508
,0.003488823
,0
,0.017314899
,0.023000388
,0.001162941
,0
,0
,0.018607055
,0.077529397
,0.181418788
,0.215273291
,0.570357927
,0.405866391
,0.479777749
,0.643881638
,0.822328466
,0.823362191
,0.686264375
,0.71740535
,0.527458328
,0.351466598
,0.392944825
,0.450187363
,0.312572684
,0.201447215
,0.412973252
,0.462075204
,0.510918723
,0.436490503
,0.616100271
,0.969375888
,0.978291769
,0.908773743
,0.792092002
,0.710169273
,0.773743378
,0.89546453
,0.93745962
,0.927251583
,0.941594521
,0.900374725
,0.880475514
,0.766765732
,0.751259853
,0.513503037
,0.205065254
,0.271094457
,0.417108154
,0.369686006
,0.354438558
,0.138519189
,0.243571521
,0.359090322
,0.396433648
,0.178446828
,0.147822716
,0.005168626
,0
,0
,0.004522548
,0.004780979
,0.003618039
,0.002584313
,0.109962527
,0.358702675
,0.274712495
,0.150148598
,0.058276263
,0.017831761
,0
,0
,0
,0
,0
,0
,0
,0
,0.003618039
,0.000129216
,0.011241763
,0.170306241
,0.216177801
,0.184003101
,0.324848172
,0.171469182
,0.510531076
,0.71262437
,0.048585089
,0.141103502
,0.420209329
,0.305724254
,0.092647629
,0.018090193
,0.021579015
,0.039281561
,0.046259207
,0.013955291
,0.003747254
,0
,0.062798811
,0.070164104
,0
,0
,0.000387647
,0
,0
,0
,0.001033725
,0
,0
,0
,0.040573718
,0.264116811
,0.354309342
,0.390877374
,0.342421501
,0.157901538
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0.097557824
,0.36270836
,0.454193048
,0.471507947
,0.386871689
,0.315544644
,0.1905931
,0.012663135
,0.002584313
,0.001679804
,0.010208037
,0.035405091
,0.128440367
,0.046129991
,0.003230392
,0
,0.003359607
,0
,0
,0
,0
,0
,0
,0
,0
,0.00297196
,0.336736012
,0.297325236
,0.202739372
,0.109704096
,0.142912521
,0.046259207
,0.001421372
,0.015505879
,0.015764311
,0.001679804
,0.248610932
,0.113580566
,0.086316062
,0.035534307
,0.006331567
,0.054141362
,0.004780979
,0.010208037
,0.001162941
,0.004522548
,0.011887841
,0.133608993
,0.187879571
,0.54438558
,0.796485334
,0.925313348
,0.849463755
,0.827238661
,0.852048068
,0.882930611
,0.856829048
,0.837963561
,0.746091226
,0.742214756
,0.703320842
,0.584959297
,0.560408321
,0.421243055
,0.232975837
,0.269027006
,0.271740535
,0.131283112
,0.232717405
,0.199121334
,0.232200543
,0.278330534
,0.040961365
,0.673342809
,0.668820261
,0.719085153
,0.643881638
,0.425119524
,0.001809019
,0.130249386
,0
,0
,0
,0.310634449
,0.709781626
,0.858121204
,0.561958909
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0.22095878
,0.438816385
,0.336994444
,0.101175863
,0.063574105
,0.200155059
,0.27574622
,0.033079209
,0.023000388
,0.057888616
,0.125339191
,0.472929319
,0.704225352
,0.509109704
,0.388680708
,0.495412844
,0.282336219
,0.33234268
,0.27962269
,0.344747383
,0.264762889
,0.410001292
,0.41542835
,0.318387389
,0.198475255
,0.020286859
,0.13580566
,0.250419951
,0.230391523
,0.20816643
,0.196795452
,0.016798036
,0.00775294
,0.022225094
,0.050135676
,0.029848818
,0.018607055
,0
,0
,0
,0.003101176
,0.000258431
,0.004264117
,0.036826463
,0.03514666
,0.083344101
,0.154025068
,0.232458974
,0.305207391
,0.200801137
,0.143687815
,0.004134901
,0.000646078
,0
,0
,0
,0
,0
,0
,0
,0.001550588
,0.026359995
,0.049489598
,0.024809407
,0.04496705
,0.014213723
,0.003359607
,0.002196666
,0.00387647
,0.001679804
,0.003101176
,0.039281561
,0.149760951
,0.378989534
,0.397338157
,0.300555627
,0.234914072
,0.286729552
,0.28828014
,0.133350562
,0.102468019
,0.055950381
,0.165654477
,0.329241504
,0.255588577
,0.606279881
,0.615454193
,0.609768704
,0.59232459
,0.591936943
,0.61196537
,0.587802042
,0.525778524
,0.279751906
,0.219020545
,0.341387776
,0.467114614
,0.61286988
,0.658095361
,0.703191627
,0.68225869
,0.570616359
,0.665848301
,0.721669466
,0.739501228
,0.754361029
,0.754102597
,0.697376922
,0.61493733
,0.614808115
,0.615324977
,0.615066546
,0.614678899
,0.586897532
,0.583925572
,0.598139294
,0.601369686
,0.612611449
,0.611448508
,0.60989792
,0.621139682
,0.941982168
,0.749580049
,0.745186717
,0.748029461
,0.747512599
,0.725416721
,0.635870267
,0.727354955
,0.502778137
,0.576431063
,0.647499677
,0.568419692
,0.610156351
,0.359994831
,0.266959555
,0.463108929
,0.601498902
,0.610543998
,0.610156351
,0.611319292
,0.600206745
,0.606538312
,0.608734979
,0.587285179
,0.438557953
,0.33234268
,0.132962915
,0
,0.020803721
,0.000646078
,0.002196666
,0
,0
,0
,0
,0.07145626
,0.018994702
,0.040832149
,0.001162941
,0.015505879
,0.133608993
,0.092647629
,0.041478227
,0.031140974
,0.188396434
,0.381573847
,0.466080889
,0.116423311
,0.103889391
,0.189300943
,0.391394237
,0.586509885
,0.604600078
,0.572683809
,0.35288797
,0.478356377
,0.602274196
,0.598526941
,0.548778912
,0.523064995
,0.624628505
,0.769091614
,0.799457294
,0.849851402
,0.913296292
,0.935262954
,0.93358315
,0.786923375
,0.686910454
,0.906964724
,0.861610027
,0.864065125
,0.616875565
,0.59826851
,0.419563251
,0.541672051
,0.622431839
,0.55627342
,0.493216178
,0.447473834
,0.505620881
,0.437653444
,0.302235431
,0.153766637
,0.02351725
,0.003618039
,0.020416074
,0
,0.008140587
,0.021320584
,0.056467244
,0.019899212
,0.000775294
,0.003747254
,0.004780979
,0.024938623
,0.02054529
,0.000646078
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0.014989017
,0.022354309
,0.015247448
,0.049877245
,0.043287246
,0.070034888
,0.02351725
,0.002455098
,0
,0.014730585
,0.063832537
,0.04496705
,0.027781367
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0.00090451
,0.001550588
,0.025843132
,0.007365293
,0.036697248
,0.032562347
,0.004134901
,0.005685489
,0.006073136
,0.006719214
,0.008011371
,0.021062153
,0.007236077
,0.000129216
,0
,0
,0
,0
,0
,0
,0.000387647
,0.000129216
,0
,0
,0
,0.000646078
,0.001938235
,0.000387647
,0
,0.001292157
,0.004005685
,0.004264117
,0.000646078
,0.001421372
,0.002713529
,0.000258431
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0.051686264
,0.043545678
,0.019511565
,0.032303915
,0.064349399
,0.055562734
,0.08218116
,0.157643106
,0.072619201
,0.013567644
,0.133479778
,0.11047939
,0.005168626
,0.038893914
,0.049618814
,0.220312702
,0.406383254
,0.243829952
,0.326915622
,0.313606409
,0.1905931
,0.227031916
,0.051944696
,0.092001551
,0.036955679
,0.012533919
,0.007494508
,0.148856441
,0.384416591
,0.425765603
,0.347590128
,0.575655769
,0.684196925
,0.690399276
,0.549812637
,0.879441788
,0.943274325
,0.909032175
,0.476418142
,0.329758367
,0.193952707
,0.07533273
,0.10957488
,0.11345135
,0.135676444
,0.117844683
,0.102984882
,0.102855666
,0.153766637
,0.178059181
,0.117069389
,0.019899212
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0.04199509
,0.137097816
,0.091355472
,0.162036439
,0.068613516
,0.088900375
,0.093035276
,0.123013309
,0.004780979
,0.032949994
,0.161261145
,0.437007365
,0.355343068
,0.330921308
,0.25610544
,0.265279752
,0.350562088
,0.349657578
,0.494379119
,0.616617134
,0.435198346
,0.257268381
,0.22573976
,0.450962657
,0.583796356
,0.363096007
,0.379506396
,0.288021708
,0.296937589
,0.156997028
,0.154283499
,0.139811345
,0.23258819
,0.302235431
,0.278588965
,0.26592583
,0.268510143
,0.042124305
,0.004393332
,0.003747254
,0.007106861
,0.008011371
,0.005297842
,0.029461171
,0.005685489
,0.003488823
,0.000387647
,0.000129216
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0.000129216
,0.000129216
,0
,0
,0.051686264
,0.056079597
,0.007623724
,0.001162941
,0.000258431
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0.202222509
,0.428091485
,0.431967955
,0.415169919
,0.273032692
,0.311280527
,0.548520481
,0.451608735
,0.771159064
,0.894689236
,0.904897274
,0.98152216
,0.976095103
,0.976870397
,0.96872981
,0.868329242
,0.980617651
,0.98242667
,0.93836413
,0.870784339
,0.768574751
,0.65396046
,0.692725158
,0.684584572
,0.611448508
,0.279235043
,0.357410518
,0.336348365
,0.351595813
,0.358315028
,0.456389714
,0.208683292
,0.022741956
,0
,0.003101176
,0.002196666
,0.00387647
,0.002067451
,0.004134901
,0.023904897
,0.004005685
,0.011887841
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0.002842745
,0.002455098
,0.036697248
,0.01279235
,0.12805272
,0.452771676
,0.395141491
,0.495283628
,0.465305595
,0.434423052
,0.359607184
,0.421113839
,0.450445794
,0.557694793
,0.509368135
,0.520351467
,0.617133997
,0.503682646
,0.497738726
,0.41245639
,0.332213464
,0.332471896
,0.365292673
,0.226644269
,0.313347978
,0.344876599
,0.497997157
,0.478227161
,0.817935134
,0.900633157
,0.791058276
,0.969892751
,0.984752552
,0.981392945
,0.977387259
,0.965111772
,0.739113581
,0.851531206
,0.559891459
,0.250419951
,0.097040961
,0.145496834
,0.217211526
,0.189947022
,0.339966404
,0.332471896
,0.237498385
,0.187362708
,0.106215273
,0.12120429
,0.141620364
,0.020028427
,0.003101176
,0.055175087
,0.026876857
,0.002455098
,0.02829823
,0.046646854
,0.08605763
,0.367876987
,0.409613645
,0.076366456
,0.071327045
,0.011241763
,0.029073524
,0
,0
,0
,0.001162941
,0.01964078
,0.047034501
,0.05181548
,0.019511565
,0.012146272
,0.001809019
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0.165525262
,0.224576819
,0.211009174
,0.225481328
,0.218116036
,0.077270965
,0
,0
,0.000775294
,0.001292157
,0
,0
,0
,0
,0
,0
,0
,0.000387647
,0
,0
,0
,0
,0
,0
,0
,0.029202739
,0.003230392
,0
,0
,0
,0
,0
,0
,0
,0.01964078
,0.038377051
,0.087479002
,0.205969764
,0.120687427
,0.014989017
,0.028556661
,0.194598785
,0.115131154
,0.026876857
,0.002584313
,0
,0
,0
,0
,0
,0
,0.151182323
,0.36361287
,0.361028557
,0.423827368
,0.252487401
,0.144204678
,0.302623078
,0.331567386
,0.325881897
,0.221087996
,0.418012663
,0.369298359
,0.154412715
,0.439074816
,0.666882026
,0.447990696
,0.378343455
,0.40470345
,0.215790154
,0.251841323
,0.132962915
,0.017702546
,0.046517638
,0.119007624
,0.008399018
,0
,0
,0
,0.001033725
,0.022354309
,0.108928802
,0.145238403
,0.116294095
,0.144592325
,0.191239178
,0.096136452
,0.008269802
,0.020416074
,0.149760951
,0.123788603
,0.127794289
,0.272903476
,0.162811733
,0.028944308
,0.00090451
,0.004005685
,0.282336219
,0.280010337
,0.051557049
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0.000129216
,0
,0.002067451
,0.032949994
,0.263083086
,0.337252875
,0.293707197
,0.256622303
,0.244217599
,0.21023388
,0.199767412
,0.317999742
,0.199767412
,0.141232717
,0.155575656
,0.040444502
,0.201318
,0.209975449
,0.011758625
,0.002584313
,0.001421372
,0
,0
,0
,0
,0
,0
,0
,0.095748805
,0.162811733
,0.235818581
,0.207907998
,0.036051169
,0.005556273
,0.056984106
,0.0321747
,0
,0.012146272
,0.030107249
,0
,0
,0.023646466
,0.035275875
,0.01757333
,0
,0
,0
,0
,0
,0
,0
,0
,0.022095878
,0.047163716
,0.208812508
,0.053624499
,0.010595684
,0
,0
,0
,0
,0
,0.007365293
,0.004264117
,0.000387647
,0.061506655
,0.350432872
,0.075591162
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0.050264892
,0.091226257
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0
,0.00594392
,0
,0
,0
,0
,0
,0
,0
,0
,0.009432743
,0.047680579
,0.184778395
,0.112934488
,0.462979713
,0.127665073
,0.003488823
,0
,0.001292157
,0.105698411
,0.186845846
,0.25610544
,0.261661713
,0.224706034
,0.162940948
,0.278330534
,0.301460137
,0.391781884
,0.020674506
,0.18374467
,0.088512728
,0.331955033
,0.33143817
,0.489727355
,0.396562863
,0.292156609
,0.171856829
,0.242925443
,0.32458974
,0.59529655
,0.745703579
,0.847913167
,0.878537279
,0.939527071
,0.960330792
,0.925442564
,0.880733945
,0.844295129
,0.72425378
